hashed_uid,date,pam_score_mean,pam_n_responses,frac_stationary,n_activity_readings,dark_hours,conversation_hours,n_gps_readings,mean_accuracy,km_from_campus,n_deadlines,has_deadline,is_weekend,day_of_week
04e98184146d8c31,2013-04-18,11.571428571428571,7.0,0.8012128562765313,8245.0,12.906666666666666,,72.0,28.829055555555556,0.2240784547931061,1.0,1.0,0,Thursday
04e98184146d8c31,2013-04-19,5.333333333333333,6.0,0.8829117828500925,8105.0,10.9825,,72.0,28.751347222222225,0.2231559583042597,2.0,1.0,0,Friday
04e98184146d8c31,2013-04-20,11.333333333333334,3.0,0.9595579305319408,8234.0,4.408333333333333,,70.0,27.496828571428573,0.2255843800384185,0.0,0.0,1,Saturday
04e98184146d8c31,2013-04-21,8.0,2.0,0.9596626329299596,8181.0,2.4955555555555557,4.486944444444444,72.0,26.90323611111111,0.2288728589403436,0.0,0.0,1,Sunday
04e98184146d8c31,2013-04-22,4.333333333333333,3.0,0.9380520117762512,8152.0,7.582222222222223,6.813888888888889,72.0,29.212666666666664,0.2223278584852905,1.0,1.0,0,Monday
04e98184146d8c31,2013-04-23,10.5,2.0,0.9416952474277316,8164.0,,4.796666666666667,72.0,29.47023611111111,0.2285508718899927,0.0,0.0,0,Tuesday
04e98184146d8c31,2013-04-24,8.0,2.0,0.9438650701686624,7767.0,2.246111111111111,1.3294444444444444,69.0,26.447623188405796,0.2283425645679508,0.0,0.0,0,Wednesday
04e98184146d8c31,2013-04-25,10.333333333333334,6.0,0.9307884409561183,5606.0,7.605555555555556,5.140833333333333,50.0,29.38008,0.2243844753147691,0.0,0.0,0,Thursday
04e98184146d8c31,2013-04-26,10.6,5.0,0.9436993367722918,6785.0,15.265555555555554,4.611111111111111,61.0,26.041918032786885,0.2265293471510676,1.0,1.0,0,Friday
04e98184146d8c31,2013-04-27,7.0,2.0,0.9732542660050828,8263.0,4.056666666666667,1.915277777777778,72.0,26.725916666666667,0.2252434810148802,0.0,0.0,1,Saturday
