date,dark_hours,hashed_uid
2013-03-27,9.275555555555556,cd6251b4de52453b
2013-03-28,3.736944444444444,cd6251b4de52453b
2013-03-29,11.289444444444445,cd6251b4de52453b
2013-03-30,2.5391666666666666,cd6251b4de52453b
2013-03-31,16.35527777777778,cd6251b4de52453b
2013-04-01,1.7694444444444444,cd6251b4de52453b
2013-04-02,14.5925,cd6251b4de52453b
2013-04-03,11.716111111111111,cd6251b4de52453b
2013-04-04,1.1608333333333334,cd6251b4de52453b
2013-04-05,15.081666666666667,cd6251b4de52453b
2013-04-06,3.9925,cd6251b4de52453b
2013-04-07,12.199722222222222,cd6251b4de52453b
2013-04-08,13.738055555555555,cd6251b4de52453b
2013-04-09,15.852222222222222,cd6251b4de52453b
2013-04-10,7.273888888888889,cd6251b4de52453b
2013-04-11,1.1125,cd6251b4de52453b
2013-04-12,11.518611111111111,cd6251b4de52453b
2013-04-13,6.699722222222222,cd6251b4de52453b
2013-04-14,14.725277777777777,cd6251b4de52453b
2013-04-15,9.500833333333334,cd6251b4de52453b
2013-04-16,16.32138888888889,cd6251b4de52453b
2013-04-17,6.135555555555555,cd6251b4de52453b
2013-04-18,12.469166666666666,cd6251b4de52453b
2013-04-19,6.601111111111111,cd6251b4de52453b
2013-04-20,22.896388888888886,cd6251b4de52453b
2013-04-21,9.846388888888889,cd6251b4de52453b
2013-04-22,5.748888888888889,cd6251b4de52453b
2013-04-23,12.6,cd6251b4de52453b
2013-04-24,5.809166666666666,cd6251b4de52453b
2013-04-25,15.578055555555554,cd6251b4de52453b
2013-04-26,9.02111111111111,cd6251b4de52453b
2013-04-27,2.147222222222222,cd6251b4de52453b
2013-04-28,7.9825,cd6251b4de52453b
2013-04-29,6.903333333333333,cd6251b4de52453b
2013-04-30,6.720277777777778,cd6251b4de52453b
2013-05-01,8.687777777777777,cd6251b4de52453b
2013-05-02,1.191111111111111,cd6251b4de52453b
2013-05-03,1.67,cd6251b4de52453b
2013-05-04,3.0483333333333333,cd6251b4de52453b
2013-05-05,4.470555555555555,cd6251b4de52453b
2013-05-06,16.045555555555556,cd6251b4de52453b
2013-05-07,3.7,cd6251b4de52453b
2013-05-08,11.82,cd6251b4de52453b
2013-05-09,13.491944444444444,cd6251b4de52453b
2013-05-10,4.094166666666666,cd6251b4de52453b
2013-05-11,11.848611111111111,cd6251b4de52453b
2013-05-12,4.403888888888889,cd6251b4de52453b
2013-05-13,16.149722222222223,cd6251b4de52453b
2013-05-15,4.333611111111111,cd6251b4de52453b
2013-05-16,8.570277777777777,cd6251b4de52453b
2013-05-19,3.6063888888888886,cd6251b4de52453b
2013-05-23,1.08,cd6251b4de52453b
2013-05-24,1.5969444444444445,cd6251b4de52453b
2013-05-25,1.1872222222222222,cd6251b4de52453b
2013-05-26,16.994444444444447,cd6251b4de52453b
2013-05-28,6.131666666666667,cd6251b4de52453b
2013-05-29,1.0691666666666666,cd6251b4de52453b
2013-05-30,12.061944444444444,cd6251b4de52453b
2013-05-31,2.2941666666666665,cd6251b4de52453b
2013-03-27,18.49888888888889,26119daf181335b2
2013-03-28,8.775277777777777,26119daf181335b2
2013-03-29,14.659166666666668,26119daf181335b2
2013-03-30,17.548055555555557,26119daf181335b2
2013-03-31,11.648055555555556,26119daf181335b2
2013-04-01,18.691111111111113,26119daf181335b2
2013-04-03,11.391944444444444,26119daf181335b2
2013-04-04,9.932500000000001,26119daf181335b2
2013-04-05,10.885277777777778,26119daf181335b2
2013-04-06,7.636388888888889,26119daf181335b2
2013-04-07,10.7725,26119daf181335b2
2013-04-08,14.842222222222222,26119daf181335b2
2013-04-09,12.885555555555555,26119daf181335b2
2013-04-10,21.15222222222222,26119daf181335b2
2013-04-11,22.630277777777778,26119daf181335b2
2013-04-12,16.92666666666667,26119daf181335b2
2013-04-13,7.041944444444444,26119daf181335b2
2013-04-14,9.075833333333334,26119daf181335b2
2013-04-15,1.925,26119daf181335b2
2013-04-16,1.1983333333333333,26119daf181335b2
2013-04-17,9.754444444444445,26119daf181335b2
2013-04-18,6.7508333333333335,26119daf181335b2
2013-04-19,10.518888888888888,26119daf181335b2
2013-04-20,14.958888888888888,26119daf181335b2
2013-04-21,14.752500000000001,26119daf181335b2
2013-04-22,19.203611111111112,26119daf181335b2
2013-04-23,6.368333333333334,26119daf181335b2
2013-04-24,19.110555555555557,26119daf181335b2
2013-04-25,22.241944444444446,26119daf181335b2
2013-04-26,16.223888888888887,26119daf181335b2
2013-04-27,8.673055555555555,26119daf181335b2
2013-04-28,5.832222222222223,26119daf181335b2
2013-04-29,17.567777777777778,26119daf181335b2
2013-04-30,8.610277777777778,26119daf181335b2
2013-05-01,23.300555555555555,26119daf181335b2
2013-05-02,20.74138888888889,26119daf181335b2
2013-05-03,11.731388888888889,26119daf181335b2
2013-05-04,1.4258333333333333,26119daf181335b2
2013-05-07,2.714166666666667,26119daf181335b2
2013-05-08,8.659722222222221,26119daf181335b2
2013-05-09,2.6783333333333332,26119daf181335b2
2013-05-10,6.623333333333333,26119daf181335b2
2013-05-11,2.9819444444444443,26119daf181335b2
2013-05-12,13.949722222222222,26119daf181335b2
2013-05-13,24.525555555555556,26119daf181335b2
2013-05-14,6.658611111111112,26119daf181335b2
2013-05-15,23.20888888888889,26119daf181335b2
2013-05-16,19.699444444444445,26119daf181335b2
2013-05-17,8.9525,26119daf181335b2
2013-05-18,11.696111111111112,26119daf181335b2
2013-05-19,9.634722222222223,26119daf181335b2
2013-05-21,2.120277777777778,26119daf181335b2
2013-05-22,12.898055555555555,26119daf181335b2
2013-05-23,16.959444444444443,26119daf181335b2
2013-05-26,20.3225,26119daf181335b2
2013-05-27,8.448333333333334,26119daf181335b2
2013-05-28,2.3525,26119daf181335b2
2013-03-26,9.318888888888889,37985280ff34ce04
2013-03-27,2.7958333333333334,37985280ff34ce04
2013-03-28,9.4425,37985280ff34ce04
2013-03-29,11.516388888888889,37985280ff34ce04
2013-03-30,20.950833333333335,37985280ff34ce04
2013-03-31,1.035,37985280ff34ce04
2013-04-01,12.979722222222222,37985280ff34ce04
2013-04-02,1.1419444444444444,37985280ff34ce04
2013-04-03,21.56416666666667,37985280ff34ce04
2013-04-04,2.4883333333333333,37985280ff34ce04
2013-04-05,17.44111111111111,37985280ff34ce04
2013-04-06,20.682222222222222,37985280ff34ce04
2013-04-08,13.428333333333335,37985280ff34ce04
2013-04-09,11.174166666666666,37985280ff34ce04
2013-04-10,7.141944444444444,37985280ff34ce04
2013-04-11,12.8225,37985280ff34ce04
2013-04-12,8.994166666666667,37985280ff34ce04
2013-04-13,2.8200000000000003,37985280ff34ce04
2013-04-14,13.353333333333333,37985280ff34ce04
2013-04-15,15.47,37985280ff34ce04
